record_id,operation_date,depot,shift,operator_id,machine_id,throughput_barrels,temperature_c,maintenance_flag,voltage_count,incident_type
MO-20261009-ELD-D,09/10/2026,Eldoret,Day,OP-E03,ELD-P01,954.2,15.6,0,229,none
MO-20260411-NAI-N,11/04/2026,Nairobi,Night,OP-N02,NBI-P01,1049.7,28.6,0,214,none
MO-20261204-NAI-N,04/12/2026,Nairobi,Night,OP-N02,NBI-P03,630.7,23.7,1,224,missed_maintenance
MO-20261014-MOM-D,14/10/2026,Mombasa,Day,OP-M02,MBA-P03,973.0,26.5,0,216,none
MO-20260126-KIS-N,26/01/2026,Kisumu,Night,OP-K02,KSM-P03,1029.2,29.0,0,217,none
MO-20261110-NAI-N,10/11/2026,Nairobi,Night,OP-N05,NBI-P01,908.4,21.0,0,216,none
MO-20261124-ELD-N,24/11/2026,Eldoret,Night,OP-E03,ELD-P01,930.8,17.6,0,213,none
MO-20260516-MOM-N,16/05/2026,Mombasa,Night,OP-M03,MBA-P01,1026.9,35.1,0,216,none
MO-20260814-MOM-N,14/08/2026,Mombasa,Night,OP-M02,MBA-P02,953.9,24.7,0,212,none
MO-20260306-KIS-N,06/03/2026,Kisumu,Night,OP-K01,KSM-P01,989.1,32.8,0,206,none
MO-20260214-MOM-N,14/02/2026,Mombasa,Night,OP-M03,MBA-P03,925.9,32.1,0,212,none
MO-20261213-KIS-D,13/12/2026,Kisumu,Day,OP-K03,KSM-P02,1055.8,27.2,0,219,none
MO-20260601-KIS-N,01/06/2026,Kisumu,Night,OP-K01,KSM-P02,551.7,27.5,0,218,operator_blunder
MO-20260118-KIS-N,18/01/2026,Kisumu,Night,OP-K03,KSM-P03,840.9,30.3,0,225,none
MO-20260515-MOM-D,15/05/2026,Mombasa,Day,OP-M03,MBA-P01,1010.4,34.4,0,228,none
MO-20260504-NAI-N,04/05/2026,Nairobi,Night,OP-N01,NBI-P03,594.7,22.9,1,214,missed_maintenance
MO-20260929-MOM-D,29/09/2026,Mombasa,Day,OP-M03,MBA-P02,922.8,27.3,0,222,none
MO-20260829-MOM-D,29/08/2026,Mombasa,Day,OP-M04,MBA-P02,1007.4,28.0,0,220,none
MO-20260519-KIS-D,19/05/2026,Kisumu,Day,OP-K01,KSM-P03,1022.7,26.7,0,224,none
MO-20260318-KIS-D,18/03/2026,Kisumu,Day,OP-K02,KSM-P02,1034.6,30.7,0,233,none
MO-20260729-KIS-N,29/07/2026,Kisumu,Night,OP-K01,KSM-P02,969.7,26.3,0,224,none
MO-20260813-ELD-D,13/08/2026,Eldoret,Day,OP-E02,ELD-P02,972.9,12.7,0,223,none
MO-20260911-KIS-D,11/09/2026,Kisumu,Day,OP-K01,KSM-P03,1083.3,22.5,0,225,none
MO-20260315-KIS-N,15/03/2026,Kisumu,Night,OP-K03,KSM-P02,1076.1,33.3,0,214,none
MO-20260801-KIS-D,01/08/2026,Kisumu,Day,OP-K02,KSM-P01,991.5,27.7,0,228,none
MO-20260813-MOM-D,13/08/2026,Mombasa,Day,OP-M04,MBA-P01,963.6,26.8,0,223,none
MO-20261106-NAI-N,06/11/2026,Nairobi,Night,OP-N01,NBI-P03,690.3,19.7,1,211,missed_maintenance
MO-20260522-ELD-N,22/05/2026,Eldoret,Night,OP-E02,ELD-P03,954.2,23.7,0,215,none
MO-20261201-KIS-N,01/12/2026,Kisumu,Night,OP-K02,KSM-P01,1010.5,23.9,0,217,none
MO-20260702-KIS-N,02/07/2026,Kisumu,Night,OP-K02,KSM-P03,1120.9,28.4,0,224,none
MO-20260502-KIS-D,02/05/2026,Kisumu,Day,OP-K03,KSM-P03,1046.5,28.1,0,229,none
MO-20260201-ELD-N,01/02/2026,Eldoret,Night,OP-E01,ELD-P02,927.5,23.0,0,227,none
MO-20260403-NAI-D,03/04/2026,Nairobi,Day,OP-N01,NBI-P03,580.1,26.1,1,229,missed_maintenance
MO-20260125-ELD-N,25/01/2026,Eldoret,Night,OP-E01,ELD-P01,911.1,24.9,0,217,none
MO-20260825-KIS-D,25/08/2026,Kisumu,Day,OP-K02,KSM-P01,1088.5,24.7,0,230,none
MO-20261230-NAI-D,30/12/2026,Nairobi,Day,OP-N05,NBI-P03,733.9,24.7,1,224,missed_maintenance
MO-20261011-ELD-N,11/10/2026,Eldoret,Night,OP-E01,ELD-P02,854.9,15.3,0,221,none
MO-20260619-MOM-N,19/06/2026,Mombasa,Night,OP-M01,MBA-P02,1043.4,32.0,0,212,none
MO-20260812-ELD-D,12/08/2026,Eldoret,Day,OP-E01,ELD-P03,914.4,15.0,0,226,none
MO-20261213-NAI-N,13/12/2026,Nairobi,Night,OP-N04,NBI-P03,589.2,26.0,1,206,missed_maintenance
MO-20260305-ELD-D,05/03/2026,Eldoret,Day,OP-E02,ELD-P03,862.9,24.2,0,223,none
MO-20260917-MOM-N,17/09/2026,Mombasa,Night,OP-M02,MBA-P01,958.5,25.8,0,214,none
MO-20261202-ELD-N,02/12/2026,Eldoret,Night,OP-E03,ELD-P01,861.7,15.1,0,198,none
MO-20261104-KIS-D,04/11/2026,Kisumu,Day,OP-K01,KSM-P01,1000.7,24.7,0,221,none
MO-20260102-ELD-N,02/01/2026,Eldoret,Night,OP-E03,ELD-P01,864.6,20.6,0,213,none
MO-20260318-ELD-D,18/03/2026,Eldoret,Day,OP-E03,ELD-P01,940.0,23.6,0,226,none
MO-20260627-ELD-D,27/06/2026,Eldoret,Day,OP-E02,ELD-P02,1023.5,19.3,0,227,none
MO-20260504-MOM-N,04/05/2026,Mombasa,Night,OP-M01,MBA-P01,1049.1,29.7,0,220,none
MO-20260410-NAI-N,10/04/2026,Nairobi,Night,OP-N03,NBI-P03,705.1,28.8,1,218,missed_maintenance
MO-20260222-MOM-D,22/02/2026,Mombasa,Day,OP-M03,MBA-P02,1126.8,33.0,0,213,none
MO-20260423-MOM-N,23/04/2026,Mombasa,Night,OP-M04,MBA-P03,1023.4,35.6,0,227,none
MO-20260217-NAI-D,17/02/2026,Nairobi,Day,OP-N04,NBI-P03,629.5,27.4,1,225,missed_maintenance
MO-20261005-MOM-N,05/10/2026,Mombasa,Night,OP-M02,MBA-P03,949.2,23.5,0,226,none
MO-20260531-NAI-N,31/05/2026,Nairobi,Night,OP-N01,NBI-P03,571.1,26.5,1,221,missed_maintenance
MO-20260308-ELD-N,08/03/2026,Eldoret,Night,OP-E01,ELD-P02,1017.7,23.4,0,210,none
MO-20260228-MOM-D,28/02/2026,Mombasa,Day,OP-M01,MBA-P03,964.8,37.1,0,223,none
MO-20260511-ELD-N,11/05/2026,Eldoret,Night,OP-E02,ELD-P02,990.8,24.5,0,223,none
MO-20260627-KIS-N,27/06/2026,Kisumu,Night,OP-K02,KSM-P03,930.9,27.1,0,219,none
MO-20260505-NAI-D,05/05/2026,Nairobi,Day,OP-N03,NBI-P04,1055.3,26.2,0,219,none
MO-20260916-ELD-N,16/09/2026,Eldoret,Night,OP-E02,ELD-P01,898.8,12.8,0,213,none
MO-20260329-NAI-N,29/03/2026,Nairobi,Night,OP-N04,NBI-P03,579.6,29.3,1,220,missed_maintenance
MO-20261101-MOM-N,01/11/2026,Mombasa,Night,OP-M01,MBA-P01,970.2,28.6,0,219,none
MO-20260610-MOM-D,10/06/2026,Mombasa,Day,OP-M02,MBA-P01,950.2,32.6,0,227,none
MO-20261009-KIS-D,09/10/2026,Kisumu,Day,OP-K02,KSM-P01,957.4,26.1,0,205,none
MO-20260117-KIS-D,17/01/2026,Kisumu,Day,OP-K03,KSM-P03,1076.0,28.7,0,215,none
MO-20260426-NAI-N,26/04/2026,Nairobi,Night,OP-N01,NBI-P03,666.4,28.3,1,212,missed_maintenance
MO-20261105-ELD-N,05/11/2026,Eldoret,Night,OP-E02,ELD-P03,905.0,17.1,0,210,none
MO-20260104-KIS-D,04/01/2026,Kisumu,Day,OP-K01,KSM-P03,1047.5,27.9,0,224,none
MO-20261219-NAI-N,19/12/2026,Nairobi,Night,OP-N04,NBI-P03,636.7,24.3,1,224,missed_maintenance
MO-20260719-MOM-N,19/07/2026,Mombasa,Night,OP-M03,MBA-P02,1044.5,29.2,0,229,none
MO-20260523-ELD-N,23/05/2026,Eldoret,Night,OP-E03,ELD-P02,973.9,21.9,0,228,none
MO-20260415-KIS-D,15/04/2026,Kisumu,Day,OP-K03,KSM-P03,1069.6,30.3,0,233,none
MO-20260815-KIS-D,15/08/2026,Kisumu,Day,OP-K03,KSM-P03,959.5,25.2,0,229,none
MO-20261030-MOM-N,30/10/2026,Mombasa,Night,OP-M01,MBA-P02,1000.8,27.3,0,212,none
MO-20260820-NAI-D,20/08/2026,Nairobi,Day,OP-N05,NBI-P03,574.6,19.6,1,226,missed_maintenance
MO-20260117-ELD-D,17/01/2026,Eldoret,Day,OP-E01,ELD-P01,997.1,22.7,0,232,none
MO-20261105-MOM-N,05/11/2026,Mombasa,Night,OP-M04,MBA-P01,875.6,30.7,0,213,none
MO-20260321-ELD-N,21/03/2026,Eldoret,Night,OP-E01,ELD-P02,893.5,23.7,0,214,none
MO-20260518-KIS-D,18/05/2026,Kisumu,Day,OP-K01,KSM-P01,1090.2,27.7,0,215,none
MO-20261121-MOM-D,21/11/2026,Mombasa,Day,OP-M02,MBA-P02,1039.9,29.1,0,228,none
MO-20261228-ELD-N,28/12/2026,Eldoret,Night,OP-E01,ELD-P03,872.0,17.3,0,225,none
MO-20260814-MOM-D,14/08/2026,Mombasa,Day,OP-M02,MBA-P03,1096.1,26.3,0,227,none
MO-20260524-MOM-N,24/05/2026,Mombasa,Night,OP-M04,MBA-P02,990.3,33.9,0,218,none
MO-20260104-ELD-D,04/01/2026,Eldoret,Day,OP-E02,ELD-P03,1080.4,22.2,0,235,none
MO-20260323-ELD-D,23/03/2026,Eldoret,Day,OP-E02,ELD-P03,986.8,24.4,0,231,none
MO-20260502-ELD-N,02/05/2026,Eldoret,Night,OP-E03,ELD-P02,952.3,20.4,0,222,none
MO-20260520-NAI-N,20/05/2026,Nairobi,Night,OP-N02,NBI-P03,639.1,28.1,1,215,missed_maintenance
MO-20260807-KIS-N,07/08/2026,Kisumu,Night,OP-K01,KSM-P03,973.7,23.3,0,224,none
MO-20260912-NAI-D,12/09/2026,Nairobi,Day,OP-N03,NBI-P02,1105.7,17.6,0,218,none
MO-20260628-NAI-D,28/06/2026,Nairobi,Day,OP-N05,NBI-P03,753.9,23.2,1,222,missed_maintenance
MO-20261123-KIS-D,23/11/2026,Kisumu,Day,OP-K02,KSM-P02,1047.4,25.7,0,232,none
MO-20260323-NAI-D,23/03/2026,Nairobi,Day,OP-N04,NBI-P03,634.6,29.0,1,227,missed_maintenance
MO-20261010-KIS-D,10/10/2026,Kisumu,Day,OP-K03,KSM-P03,1004.2,23.7,0,219,none
MO-20261119-KIS-N,19/11/2026,Kisumu,Night,OP-K03,KSM-P03,934.9,26.4,0,222,none
MO-20260707-MOM-D,07/07/2026,Mombasa,Day,OP-M02,MBA-P02,1027.8,28.9,0,228,none
MO-20260610-KIS-D,10/06/2026,Kisumu,Day,OP-K01,KSM-P01,1017.5,27.6,0,222,none
MO-20260516-ELD-N,16/05/2026,Eldoret,Night,OP-E03,ELD-P02,995.8,16.9,0,231,none
MO-20261209-MOM-N,09/12/2026,Mombasa,Night,OP-M03,MBA-P02,964.9,29.4,0,232,none
MO-20261012-KIS-N,12/10/2026,Kisumu,Night,OP-K03,KSM-P03,945.5,24.2,0,215,none
MO-20261006-KIS-N,06/10/2026,Kisumu,Night,OP-K02,KSM-P01,892.2,21.3,0,220,none
MO-20260706-NAI-D,06/07/2026,Nairobi,Day,OP-N04,NBI-P03,637.8,22.4,1,215,missed_maintenance
MO-20260811-ELD-N,11/08/2026,Eldoret,Night,OP-E02,ELD-P01,837.3,14.9,0,207,none
MO-20260815-ELD-D,15/08/2026,Eldoret,Day,OP-E03,ELD-P03,973.5,12.4,0,218,none
MO-20260707-KIS-D,07/07/2026,Kisumu,Day,OP-K01,KSM-P02,1040.4,25.2,0,227,none
MO-20260518-ELD-N,18/05/2026,Eldoret,Night,OP-E02,ELD-P01,1005.9,22.0,0,225,none
MO-20260715-ELD-N,15/07/2026,Eldoret,Night,OP-E02,ELD-P02,966.5,16.3,0,221,none
MO-20261226-KIS-D,26/12/2026,Kisumu,Day,OP-K02,KSM-P01,900.5,27.9,0,220,none
MO-20261011-KIS-N,11/10/2026,Kisumu,Night,OP-K02,KSM-P01,910.7,24.2,0,219,none
MO-20260412-NAI-N,12/04/2026,Nairobi,Night,OP-N05,NBI-P01,946.9,27.9,0,221,none
MO-20260121-KIS-N,21/01/2026,Kisumu,Night,OP-K01,KSM-P01,974.0,31.2,0,216,none
MO-20261019-MOM-D,19/10/2026,Mombasa,Day,OP-M03,MBA-P01,979.1,29.0,0,225,none
MO-20260924-KIS-N,24/09/2026,Kisumu,Night,OP-K01,KSM-P01,919.2,22.6,0,215,none
MO-20260921-ELD-N,21/09/2026,Eldoret,Night,OP-E01,ELD-P03,612.4,15.4,0,223,brief_equipment_fault
MO-20260614-KIS-D,14/06/2026,Kisumu,Day,OP-K02,KSM-P03,918.3,27.2,0,223,none
MO-20261202-NAI-D,02/12/2026,Nairobi,Day,OP-N05,NBI-P03,542.0,22.5,1,217,missed_maintenance
MO-20260929-ELD-N,29/09/2026,Eldoret,Night,OP-E01,ELD-P03,871.2,15.2,0,209,none
MO-20260610-ELD-D,10/06/2026,Eldoret,Day,OP-E02,ELD-P02,1120.6,17.7,0,228,none
MO-20260519-MOM-N,19/05/2026,Mombasa,Night,OP-M03,MBA-P02,1110.1,28.9,0,222,none
MO-20260204-MOM-N,04/02/2026,Mombasa,Night,OP-M03,MBA-P03,950.1,36.3,0,215,none
MO-20260917-ELD-D,17/09/2026,Eldoret,Day,OP-E02,ELD-P01,969.9,12.2,0,227,none
MO-20260410-MOM-D,10/04/2026,Mombasa,Day,OP-M01,MBA-P01,1166.4,32.9,0,213,none
MO-20260724-NAI-N,24/07/2026,Nairobi,Night,OP-N05,NBI-P04,1066.0,23.8,0,203,none
MO-20260806-MOM-D,06/08/2026,Mombasa,Day,OP-M01,MBA-P03,1021.0,28.4,0,207,none
MO-20260715-KIS-D,15/07/2026,Kisumu,Day,OP-K02,KSM-P03,1077.1,21.9,0,216,none
MO-20260426-MOM-D,26/04/2026,Mombasa,Day,OP-M04,MBA-P03,1037.2,32.4,0,211,none
MO-20261113-MOM-N,13/11/2026,Mombasa,Night,OP-M03,MBA-P01,994.5,27.8,0,211,none
MO-20260406-KIS-N,06/04/2026,Kisumu,Night,OP-K01,KSM-P02,1097.1,29.8,0,214,none
MO-20261105-KIS-N,05/11/2026,Kisumu,Night,OP-K03,KSM-P01,998.3,21.9,0,218,none
MO-20260517-NAI-N,17/05/2026,Nairobi,Night,OP-N01,NBI-P03,659.4,26.8,1,217,missed_maintenance
MO-20261212-MOM-N,12/12/2026,Mombasa,Night,OP-M01,MBA-P03,1001.4,33.7,0,213,none
MO-20261110-ELD-N,10/11/2026,Eldoret,Night,OP-E02,ELD-P01,880.9,21.0,0,219,none
MO-20260416-ELD-N,16/04/2026,Eldoret,Night,OP-E02,ELD-P03,875.0,20.5,0,217,none
MO-20260722-KIS-D,22/07/2026,Kisumu,Day,OP-K01,KSM-P01,910.3,23.5,0,228,none
MO-20260101-MOM-N,01/01/2026,Mombasa,Night,OP-M03,MBA-P02,939.8,30.5,0,211,none
MO-20260524-NAI-D,24/05/2026,Nairobi,Day,OP-N01,NBI-P03,744.4,25.5,1,224,missed_maintenance
MO-20260106-KIS-N,06/01/2026,Kisumu,Night,OP-K02,KSM-P03,831.8,27.2,0,223,none
MO-20261211-ELD-N,11/12/2026,Eldoret,Night,OP-E01,ELD-P02,881.0,19.6,0,219,none
MO-20260713-NAI-D,13/07/2026,Nairobi,Day,OP-N05,NBI-P03,679.0,20.9,1,223,missed_maintenance
MO-20260301-ELD-N,01/03/2026,Eldoret,Night,OP-E03,ELD-P03,903.1,22.4,0,222,none
MO-20260318-MOM-D,18/03/2026,Mombasa,Day,OP-M02,MBA-P02,1034.4,33.9,0,215,none
MO-20260215-ELD-D,15/02/2026,Eldoret,Day,OP-E02,ELD-P01,1062.9,21.9,0,223,none
MO-20260126-ELD-D,26/01/2026,Eldoret,Day,OP-E01,ELD-P02,990.1,22.3,0,214,none
MO-20261119-MOM-N,19/11/2026,Mombasa,Night,OP-M02,MBA-P02,981.1,28.9,0,224,none
MO-20260924-NAI-D,24/09/2026,Nairobi,Day,OP-N05,NBI-P04,1020.3,20.1,0,224,none
MO-20260703-ELD-D,03/07/2026,Eldoret,Day,OP-E03,ELD-P03,998.1,20.3,0,217,none
MO-20260216-KIS-D,16/02/2026,Kisumu,Day,OP-K01,KSM-P02,1096.7,33.3,0,219,none
MO-20260415-ELD-D,15/04/2026,Eldoret,Day,OP-E03,ELD-P02,1013.4,19.8,0,222,none
MO-20260311-ELD-N,11/03/2026,Eldoret,Night,OP-E03,ELD-P03,848.5,27.6,0,214,none
MO-20260717-NAI-N,17/07/2026,Nairobi,Night,OP-N05,NBI-P03,567.3,21.3,1,226,missed_maintenance
MO-20261113-NAI-N,13/11/2026,Nairobi,Night,OP-N02,NBI-P03,665.5,23.0,1,224,missed_maintenance
MO-20260104-NAI-D,04/01/2026,Nairobi,Day,OP-N02,NBI-P03,1138.5,26.3,0,220,none
MO-20260809-ELD-D,09/08/2026,Eldoret,Day,OP-E03,ELD-P01,1077.4,17.0,0,215,none
MO-20261202-ELD-D,02/12/2026,Eldoret,Day,OP-E02,ELD-P02,992.4,15.1,0,224,none
MO-20260701-NAI-N,01/07/2026,Nairobi,Night,OP-N03,NBI-P03,707.5,20.0,1,211,missed_maintenance
MO-20261005-KIS-D,05/10/2026,Kisumu,Day,OP-K01,KSM-P02,949.2,21.3,0,220,none
MO-20260906-ELD-N,06/09/2026,Eldoret,Night,OP-E03,ELD-P02,860.3,15.3,0,229,none
MO-20260409-KIS-D,09/04/2026,Kisumu,Day,OP-K01,KSM-P03,977.4,28.8,0,225,none
MO-20260725-KIS-N,25/07/2026,Kisumu,Night,OP-K01,KSM-P02,820.6,23.9,0,214,none
MO-20260517-ELD-N,17/05/2026,Eldoret,Night,OP-E03,ELD-P02,964.8,20.1,0,219,none
MO-20260813-NAI-N,13/08/2026,Nairobi,Night,OP-N04,NBI-P03,628.1,17.6,1,230,missed_maintenance
MO-20260227-NAI-N,27/02/2026,Nairobi,Night,OP-N04,NBI-P03,528.4,28.8,1,221,missed_maintenance
MO-20260616-KIS-N,16/06/2026,Kisumu,Night,OP-K03,KSM-P02,1002.8,25.9,0,217,none
MO-20260903-ELD-D,03/09/2026,Eldoret,Day,OP-E01,ELD-P02,1016.9,15.9,0,233,none
MO-20260627-NAI-D,27/06/2026,Nairobi,Day,OP-N04,NBI-P03,676.4,21.6,1,216,missed_maintenance
MO-20260605-ELD-N,05/06/2026,Eldoret,Night,OP-E01,ELD-P02,807.2,23.2,0,218,none
MO-20260804-ELD-D,04/08/2026,Eldoret,Day,OP-E02,ELD-P03,993.4,15.6,0,222,none
MO-20260816-MOM-N,16/08/2026,Mombasa,Night,,MBA-P03,1031.7,24.2,0,216,none
MO-20260611-MOM-N,11/06/2026,Mombasa,Night,OP-M04,MBA-P01,1037.9,27.2,0,218,none
MO-20260710-ELD-D,10/07/2026,Eldoret,Day,OP-E02,ELD-P01,991.1,17.6,0,213,none
MO-20261119-ELD-N,19/11/2026,Eldoret,Night,OP-E02,ELD-P02,990.5,18.4,0,219,none
MO-20260924-NAI-N,24/09/2026,Nairobi,Night,OP-N05,NBI-P03,650.1,21.0,1,216,missed_maintenance
MO-20261004-MOM-D,04/10/2026,Mombasa,Day,OP-M03,MBA-P03,1020.7,24.3,0,225,none
MO-20260503-NAI-N,03/05/2026,Nairobi,Night,OP-N01,NBI-P03,662.3,30.1,1,224,missed_maintenance
MO-20260510-KIS-N,10/05/2026,Kisumu,Night,OP-K02,KSM-P02,1006.6,27.5,0,212,none
MO-20260504-ELD-N,04/05/2026,Eldoret,Night,OP-E03,ELD-P03,1018.8,19.7,0,218,none
MO-20260527-NAI-D,27/05/2026,Nairobi,Day,OP-N03,NBI-P03,652.0,23.5,1,222,missed_maintenance
MO-20261127-KIS-N,27/11/2026,Kisumu,Night,OP-K03,KSM-P03,987.6,27.4,0,221,none
MO-20260714-KIS-N,14/07/2026,Kisumu,Night,OP-K03,KSM-P01,1009.2,26.7,0,215,none
MO-20260319-ELD-D,19/03/2026,Eldoret,Day,OP-E01,ELD-P03,1036.1,26.0,0,222,none
MO-20261201-NAI-D,01/12/2026,Nairobi,Day,OP-N05,NBI-P03,688.4,25.0,1,226,missed_maintenance
MO-20260115-KIS-N,15/01/2026,Kisumu,Night,OP-K01,KSM-P03,1043.6,27.8,0,221,none
MO-20260509-KIS-N,09/05/2026,Kisumu,Night,OP-K02,KSM-P03,946.4,30.0,0,216,none
MO-20260703-NAI-N,03/07/2026,Nairobi,Night,OP-N01,NBI-P03,577.5,23.8,1,225,missed_maintenance
MO-20260202-NAI-D,02/02/2026,Nairobi,Day,OP-N02,NBI-P03,584.6,27.4,1,226,missed_maintenance
MO-20260116-ELD-D,16/01/2026,Eldoret,Day,OP-E03,ELD-P02,990.7,20.9,0,220,none
MO-20260604-KIS-N,04/06/2026,Kisumu,Night,,KSM-P03,973.4,27.5,0,220,none
MO-20260806-NAI-N,06/08/2026,Nairobi,Night,OP-N02,NBI-P03,570.4,19.8,1,222,missed_maintenance
MO-20260509-ELD-D,09/05/2026,Eldoret,Day,OP-E01,ELD-P02,950.1,23.4,0,234,none
MO-20260614-NAI-D,14/06/2026,Nairobi,Day,OP-N01,NBI-P03,716.7,22.6,1,219,missed_maintenance
MO-20260617-NAI-N,17/06/2026,Nairobi,Night,OP-N04,NBI-P04,908.3,22.0,0,210,none
MO-20261008-ELD-N,08/10/2026,Eldoret,Night,OP-E02,ELD-P03,930.3,15.8,0,226,none
MO-20261027-ELD-N,27/10/2026,Eldoret,Night,OP-E01,ELD-P02,994.4,19.1,0,221,none
MO-20260425-MOM-N,25/04/2026,Mombasa,Night,OP-M01,MBA-P01,1008.5,34.1,0,219,none
MO-20260418-MOM-D,18/04/2026,Mombasa,Day,OP-M01,MBA-P02,1079.4,36.2,0,215,none
MO-20260524-KIS-N,24/05/2026,Kisumu,Night,OP-K01,KSM-P01,1057.0,26.3,0,232,none
MO-20260801-MOM-N,01/08/2026,Mombasa,Night,OP-M03,MBA-P01,954.8,26.6,0,217,none
MO-20260309-MOM-D,09/03/2026,Mombasa,Day,OP-M03,MBA-P02,1103.7,38.0,0,239,none
MO-20260221-ELD-N,21/02/2026,Eldoret,Night,OP-E01,ELD-P01,937.4,23.0,0,224,none
MO-20260224-ELD-D,24/02/2026,Eldoret,Day,OP-E01,ELD-P01,949.1,21.6,0,214,none
MO-20261214-ELD-D,14/12/2026,Eldoret,Day,OP-E02,ELD-P02,998.4,14.0,0,218,none
MO-20260525-ELD-D,25/05/2026,Eldoret,Day,OP-E01,ELD-P03,1018.5,19.9,0,223,none
MO-20260515-MOM-N,15/05/2026,Mombasa,Night,OP-M03,MBA-P01,1059.0,32.4,0,224,none
MO-20260824-ELD-D,24/08/2026,Eldoret,Day,OP-E02,ELD-P03,958.8,18.1,0,218,none
MO-20260620-NAI-D,20/06/2026,Nairobi,Day,OP-N01,NBI-P03,621.8,24.8,1,220,missed_maintenance
MO-20261114-KIS-N,14/11/2026,Kisumu,Night,OP-K02,KSM-P02,1044.0,23.4,0,214,none
MO-20261018-MOM-N,18/10/2026,Mombasa,Night,OP-M01,MBA-P02,967.4,24.0,0,224,none
MO-20261021-MOM-N,21/10/2026,Mombasa,Night,OP-M04,MBA-P02,1032.3,27.4,0,216,none
MO-20260113-NAI-N,13/01/2026,Nairobi,Night,OP-N01,NBI-P02,981.7,26.6,0,216,none
MO-20260925-ELD-N,25/09/2026,Eldoret,Night,OP-E01,ELD-P03,914.4,16.2,0,220,none
MO-20261123-MOM-N,23/11/2026,Mombasa,Night,OP-M03,MBA-P02,1018.5,31.5,0,213,none
MO-20260129-MOM-D,29/01/2026,Mombasa,Day,OP-M04,MBA-P03,1076.9,34.3,0,222,none
MO-20260929-KIS-N,29/09/2026,Kisumu,Night,OP-K03,KSM-P02,1034.9,23.8,0,225,none
MO-20260425-NAI-N,25/04/2026,Nairobi,Night,OP-N02,NBI-P03,631.7,30.1,1,227,missed_maintenance
MO-20261114-ELD-N,14/11/2026,Eldoret,Night,OP-E03,ELD-P01,971.8,18.6,0,214,none
MO-20260803-NAI-N,03/08/2026,Nairobi,Night,OP-N02,NBI-P03,675.3,20.0,1,221,missed_maintenance
MO-20261117-MOM-D,17/11/2026,Mombasa,Day,OP-M03,MBA-P01,973.4,30.0,0,225,none
MO-20261117-KIS-D,17/11/2026,Kisumu,Day,OP-K01,KSM-P02,921.7,23.0,0,237,none
MO-20261023-MOM-N,23/10/2026,Mombasa,Night,OP-M02,MBA-P03,963.3,28.3,0,224,none
MO-20260528-KIS-N,28/05/2026,Kisumu,Night,OP-K01,KSM-P03,900.1,27.5,0,221,none
MO-20260308-MOM-D,08/03/2026,Mombasa,Day,OP-M04,MBA-P02,940.6,36.4,0,213,none
MO-20260623-NAI-D,23/06/2026,Nairobi,Day,OP-N02,NBI-P02,1109.6,24.0,0,214,none
MO-20261028-KIS-D,28/10/2026,Kisumu,Day,OP-K01,KSM-P03,884.9,26.4,0,232,none
MO-20260316-MOM-D,16/03/2026,Mombasa,Day,OP-M04,MBA-P01,1040.4,35.6,0,222,none
MO-20260723-MOM-N,23/07/2026,Mombasa,Night,OP-M01,MBA-P02,1023.7,29.9,0,226,none
MO-20260307-KIS-N,07/03/2026,Kisumu,Night,OP-K03,KSM-P03,834.6,30.2,0,217,none
MO-20260514-KIS-D,14/05/2026,Kisumu,Day,OP-K01,KSM-P01,1028.5,28.7,0,212,none
MO-20261216-ELD-N,16/12/2026,Eldoret,Night,OP-E01,ELD-P02,899.1,21.2,0,232,none
MO-20260422-MOM-D,22/04/2026,Mombasa,Day,OP-M03,MBA-P02,1131.5,33.3,0,230,none
MO-20260718-NAI-N,18/07/2026,Nairobi,Night,OP-N02,NBI-P03,541.7,19.6,1,217,missed_maintenance
MO-20260611-ELD-D,11/06/2026,Eldoret,Day,OP-E02,ELD-P01,1070.0,21.6,0,218,none
MO-20260115-MOM-N,15/01/2026,Mombasa,Night,OP-M04,MBA-P03,1099.1,34.8,0,222,none
MO-20261120-ELD-N,20/11/2026,Eldoret,Night,OP-E02,ELD-P01,876.6,14.8,0,209,none
MO-20260212-NAI-N,12/02/2026,Nairobi,Night,OP-N02,NBI-P02,1069.0,28.4,0,226,none
MO-20260302-MOM-D,02/03/2026,Mombasa,Day,OP-M03,MBA-P01,762.7,35.2,0,211,operator_blunder
MO-20260928-NAI-N,28/09/2026,Nairobi,Night,OP-N03,NBI-P03,566.6,17.2,1,219,missed_maintenance
MO-20260201-KIS-N,01/02/2026,Kisumu,Night,OP-K02,KSM-P03,1007.2,29.4,0,222,none
MO-20260209-ELD-N,09/02/2026,Eldoret,Night,OP-E02,ELD-P03,997.5,23.7,0,224,none
MO-20260205-MOM-N,05/02/2026,Mombasa,Night,OP-M01,MBA-P01,991.9,30.7,0,225,none
MO-20260918-NAI-N,18/09/2026,Nairobi,Night,OP-N03,NBI-P03,613.2,19.4,1,229,missed_maintenance
MO-20260731-NAI-D,31/07/2026,Nairobi,Day,OP-N02,NBI-P01,1053.8,21.5,0,221,none
MO-20260427-NAI-N,27/04/2026,Nairobi,Night,OP-N02,NBI-P03,641.9,26.7,1,215,missed_maintenance
MO-20260707-NAI-D,07/07/2026,Nairobi,Day,OP-N02,NBI-P03,630.2,23.3,1,223,missed_maintenance
